../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0193_944_307.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0194_1022_307.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0235_622_380.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0250_909_395.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0272_415_430.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0335_993_542.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0341_950_551.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0424_289_676.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0456_30_716.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0521_508_817.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0581_694_939.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Acute Scar/Nucleus_0592_1062_961.tiff,Acute Scar
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0015_463_36.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0031_173_57.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0065_848_94.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0127_1193_180.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0136_839_201.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0245_223_390.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0246_354_391.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0255_1053_408.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0267_116_425.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0280_1286_444.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0299_1155_482.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0351_355_564.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0409_1212_657.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0463_1234_730.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0526_655_838.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Micronuclei/Nucleus_0534_177_853.tiff,Micronuclei
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0034_1241_61.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0038_962_64.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0058_792_85.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0062_91_92.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0095_1250_132.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0131_366_191.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0282_731_448.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0320_585_517.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0359_1199_580.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0360_1039_583.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0399_835_642.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0414_436_667.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Subacute Scar/Nucleus_0500_1057_781.tiff,Subacute Scar
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0001_729_12.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0002_805_19.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0004_200_20.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0005_172_21.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0007_120_23.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0008_901_26.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0009_1132_27.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0011_263_31.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0013_1304_32.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0014_433_35.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0017_1245_37.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0021_867_43.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0024_28_47.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0025_1086_49.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0026_1342_49.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0027_941_50.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0030_705_54.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0032_911_60.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0033_1149_59.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0037_135_63.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0039_1349_65.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0042_441_72.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0044_938_73.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0045_1028_73.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0049_1315_75.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0053_320_80.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0054_965_82.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0055_482_83.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0057_695_85.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0059_1230_87.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0063_339_93.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0064_719_93.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0066_397_95.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0067_252_96.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0070_1339_97.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0071_990_98.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0072_518_99.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0077_206_104.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0082_675_113.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0085_67_119.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0086_41_120.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0087_551_122.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0088_1035_122.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0090_89_128.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0092_723_129.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0094_968_133.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0096_246_133.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0099_114_143.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0104_801_148.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0105_314_149.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0106_826_149.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0107_192_152.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0110_1180_154.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0111_928_157.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0113_905_158.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0115_410_167.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0117_505_171.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0118_1295_171.tiff,Unscarred
../output/nuclei/Case_200_K11_40/Unscarred/Nucleus_0120_384_173.tiff,Unscarred
