Acute Scar	365.555555556	102.177874187
Acute Scar	297.777777778	129.943600868
Acute Scar	391.111111111	182.143167028
Acute Scar	500.0	236.563991323
Acute Scar	286.666666667	363.175704989
Acute Scar	245.555555556	343.184381779
Acute Scar	17.7777777778	380.945770065
Acute Scar	137.777777778	141.04989154
Acute Scar	168.888888889	775.219088937
Acute Scar	224.444444444	966.247288503
Acute Scar	1164.44444444	934.039045553
Acute Scar	1265.55555556	733.015184382
Acute Scar	1300.0	659.713665944
Acute Scar	912.222222222	613.067245119
Acute Scar	1060.0	585.301518438
Acute Scar	1288.88888889	159.930585683
Acute Scar	1281.11111111	92.1822125813
Acute Scar	850.0	228.789587852
Acute Scar	185.555555556	608.62472885
Micronuclei	945.555555556	439.809110629
Micronuclei	57.7777777778	523.106290672
Micronuclei	72.2222222222	370.95010846
Micronuclei	410.0	348.737527115
Micronuclei	485.555555556	557.535791757
Micronuclei	324.444444444	966.247288503
Micronuclei	1104.44444444	646.386117137
Micronuclei	1141.11111111	606.403470716
Micronuclei	988.888888889	777.440347072
Micronuclei	1185.55555556	420.928416486
Micronuclei	1188.88888889	439.809110629
Micronuclei	1166.66666667	488.676789588
Micronuclei	407.777777778	28.8763557484
Subacute Scar	111.111111111	761.89154013
Subacute Scar	297.777777778	737.457700651
Subacute Scar	264.444444444	920.711496746
Subacute Scar	291.111111111	998.455531453
Subacute Scar	706.666666667	981.796095445
Subacute Scar	1220.0	615.288503254
Subacute Scar	1232.22222222	340.963123644
Subacute Scar	1170.0	167.704989154
Subacute Scar	1143.33333333	55.5314533623
Subacute Scar	852.222222222	78.8546637744
Subacute Scar	344.444444444	68.8590021692
Subacute Scar	1180.0	44.4251626898
Subacute Scar	1152.22222222	25.5444685466
Subacute Scar	1084.44444444	564.199566161
Subacute Scar	951.111111111	958.472885033
Subacute Scar	865.555555556	976.242950108
Subacute Scar	702.222222222	1016.22559653
Subacute Scar	705.555555556	608.62472885
Subacute Scar	668.888888889	599.739696312
Subacute Scar	768.888888889	267.661605206
Subacute Scar	1161.11111111	666.377440347
Subacute Scar	1206.66666667	757.449023861
Subacute Scar	956.666666667	597.518438178
Subacute Scar	868.888888889	493.119305857
Subacute Scar	761.111111111	901.830802603
Subacute Scar	564.444444444	975.132321041
Subacute Scar	40.0	835.193058568
Subacute Scar	120.0	949.587852495
Unscarred	1215.55555556	17.7700650759
Unscarred	1262.22222222	45.535791757
Unscarred	1178.88888889	113.284164859
Unscarred	1240.0	136.607375271
Unscarred	1292.22222222	133.275488069
Unscarred	1294.44444444	114.394793926
Unscarred	1162.22222222	136.607375271
Unscarred	1101.11111111	122.169197397
Unscarred	1086.66666667	93.2928416486
Unscarred	1108.88888889	83.2971800434
Unscarred	1090.0	71.0802603037
Unscarred	1076.66666667	46.6464208243
Unscarred	1076.66666667	112.173535792
Unscarred	1107.77777778	146.603036876
Unscarred	1094.44444444	171.036876356
Unscarred	1148.88888889	171.036876356
Unscarred	1172.22222222	189.917570499
Unscarred	1162.22222222	225.457700651
