Acute Scar	865.555555556	181.032537961
Acute Scar	874.444444444	212.130151844
Acute Scar	1105.55555556	345.405639913
Acute Scar	1071.11111111	347.626898048
Acute Scar	1185.55555556	453.136659436
Acute Scar	168.888888889	121.05856833
Acute Scar	65.5555555556	378.724511931
Acute Scar	36.6666666667	584.190889371
Acute Scar	162.222222222	747.453362256
Acute Scar	51.1111111111	879.618221258
Acute Scar	315.555555556	733.015184382
Acute Scar	387.777777778	836.303687636
Acute Scar	332.222222222	956.251626898
Acute Scar	682.222222222	851.852494577
Acute Scar	1137.77777778	677.48373102
Acute Scar	586.666666667	377.613882863
Acute Scar	474.444444444	379.835140998
Acute Scar	503.333333333	319.861171367
Acute Scar	568.888888889	199.913232104
Acute Scar	646.666666667	94.4034707158
Acute Scar	1213.33333333	954.030368764
Acute Scar	914.444444444	1006.22993492
Acute Scar	371.111111111	551.982646421
Acute Scar	534.444444444	352.069414317
Acute Scar	183.333333333	229.90021692
Micronuclei	456.666666667	589.744034707
Micronuclei	460.0	696.364425163
Micronuclei	381.111111111	909.605206074
Micronuclei	1250.0	373.171366594
Micronuclei	1158.88888889	168.815618221
Micronuclei	1072.22222222	202.134490239
Micronuclei	786.666666667	69.9696312364
Micronuclei	643.333333333	246.559652928
Micronuclei	598.888888889	274.32537961
Micronuclei	293.333333333	163.262472885
Micronuclei	381.111111111	71.0802603037
Micronuclei	852.222222222	37.7613882863
Micronuclei	817.777777778	178.811279826
Micronuclei	741.111111111	203.245119306
Micronuclei	84.4444444444	363.175704989
Micronuclei	864.444444444	558.646420824
Micronuclei	757.777777778	440.919739696
Micronuclei	726.666666667	1021.77874187
Micronuclei	780.0	1011.78308026
Micronuclei	767.777777778	1015.11496746
Micronuclei	296.666666667	802.984815618
Micronuclei	322.222222222	767.444685466
Micronuclei	323.333333333	595.297180043
Micronuclei	177.777777778	445.362255965
Micronuclei	451.111111111	9.99566160521
Micronuclei	574.444444444	413.154013015
Micronuclei	1027.77777778	781.882863341
Micronuclei	1264.44444444	313.197396963
Micronuclei	1027.77777778	488.676789588
Micronuclei	996.666666667	270.993492408
Micronuclei	963.333333333	303.201735358
Micronuclei	803.333333333	84.4078091106
