Acute Scar	491.111111111	390.94143167
Acute Scar	555.555555556	367.618221258
Acute Scar	445.555555556	489.787418655
Acute Scar	374.444444444	540.876355748
Acute Scar	202.222222222	457.579175705
Acute Scar	73.3333333333	620.84164859
Acute Scar	105.555555556	851.852494577
Acute Scar	334.444444444	107.731019523
Acute Scar	136.666666667	277.657266811
Acute Scar	417.777777778	21.1019522777
Acute Scar	521.111111111	109.952277657
Acute Scar	637.777777778	153.26681128
Acute Scar	798.888888889	199.913232104
Acute Scar	908.888888889	185.47505423
Acute Scar	1074.44444444	144.381778742
Acute Scar	988.888888889	92.1822125813
Acute Scar	1125.55555556	95.5140997831
Acute Scar	1104.44444444	34.4295010846
Acute Scar	1150.0	28.8763557484
Acute Scar	998.888888889	306.53362256
Acute Scar	1345.55555556	357.622559653
Acute Scar	1337.77777778	463.132321041
Acute Scar	964.444444444	656.381778742
Acute Scar	1221.11111111	972.911062907
Acute Scar	1264.44444444	936.260303688
Acute Scar	1306.66666667	1001.78741866
Acute Scar	478.888888889	855.184381779
Acute Scar	274.444444444	929.596529284
Acute Scar	366.666666667	326.52494577
Acute Scar	535.555555556	714.134490239
Acute Scar	986.666666667	458.689804772
Acute Scar	757.777777778	889.613882863
Acute Scar	776.666666667	835.193058568
Acute Scar	223.333333333	1021.77874187
Acute Scar	471.111111111	967.35791757
Acute Scar	254.444444444	4.44251626898
Micronuclei	383.333333333	357.622559653
Micronuclei	685.555555556	541.986984816
Micronuclei	734.444444444	770.776572668
Micronuclei	875.555555556	703.028199566
Micronuclei	955.555555556	744.121475054
Micronuclei	965.555555556	861.848156182
Micronuclei	485.555555556	7.77440347072
Micronuclei	86.6666666667	864.069414317
Subacute Scar	1293.33333333	280.989154013
Subacute Scar	1325.55555556	231.010845987
Subacute Scar	1310.0	163.262472885
Subacute Scar	1313.33333333	56.6420824295
Subacute Scar	1208.88888889	27.7657266811
Subacute Scar	1173.33333333	336.520607375
Subacute Scar	1115.55555556	706.360086768
Subacute Scar	640.0	567.531453362
Subacute Scar	498.888888889	531.99132321
Subacute Scar	360.0	644.164859002
Subacute Scar	65.5555555556	182.143167028
Subacute Scar	140.0	153.26681128
Subacute Scar	83.3333333333	333.188720174
Subacute Scar	27.7777777778	413.154013015
Subacute Scar	41.1111111111	564.199566161
Subacute Scar	128.888888889	424.260303688
Subacute Scar	460.0	293.206073753
Subacute Scar	420.0	347.626898048
Subacute Scar	473.333333333	336.520607375
Subacute Scar	328.888888889	398.715835141
Subacute Scar	296.666666667	286.542299349
Subacute Scar	452.222222222	264.329718004
Subacute Scar	523.333333333	217.68329718
Subacute Scar	503.333333333	124.390455531
Subacute Scar	567.777777778	57.7527114967
Subacute Scar	565.555555556	402.047722343
Subacute Scar	503.333333333	264.329718004
Subacute Scar	246.666666667	850.74186551
Subacute Scar	1062.22222222	766.334056399
Subacute Scar	897.777777778	507.557483731
Subacute Scar	688.888888889	229.90021692
Subacute Scar	35.5555555556	896.277657267
Subacute Scar	688.888888889	111.062906725
Subacute Scar	220.0	183.253796095
Subacute Scar	297.777777778	118.837310195
Subacute Scar	827.777777778	214.351409978
Subacute Scar	898.888888889	304.312364425
Subacute Scar	940.0	356.511930586
Subacute Scar	1025.55555556	402.047722343
Subacute Scar	1238.88888889	879.618221258
Subacute Scar	885.555555556	1014.00433839
Subacute Scar	136.666666667	369.839479393
Subacute Scar	162.222222222	378.724511931
Unscarred	1328.88888889	106.620390456
Unscarred	1330.0	145.492407809
Unscarred	1323.33333333	91.0715835141
Unscarred	1342.22222222	35.5401301518
Unscarred	1344.44444444	52.1995661605
Unscarred	1314.44444444	32.2082429501
Unscarred	1281.11111111	34.4295010846
Unscarred	1291.11111111	8.88503253796
Unscarred	1263.33333333	66.6377440347
Unscarred	1203.33333333	69.9696312364
Unscarred	1188.88888889	52.1995661605
Unscarred	1178.88888889	11.1062906725
Unscarred	1203.33333333	95.5140997831
Unscarred	1218.88888889	115.505422993
Unscarred	1251.11111111	137.718004338
Unscarred	1288.88888889	103.288503254
Unscarred	1350.0	173.25813449
Unscarred	1322.22222222	197.69197397
Unscarred	1276.66666667	212.130151844
Unscarred	1276.66666667	186.585683297
Unscarred	1234.44444444	238.785249458
Unscarred	1231.11111111	173.25813449
Unscarred	1198.88888889	198.802603037
Unscarred	1208.88888889	153.26681128
Unscarred	1173.33333333	209.908893709
Unscarred	1172.22222222	241.006507592
Unscarred	1182.22222222	148.824295011
Unscarred	1157.77777778	151.045553145
Unscarred	1145.55555556	109.952277657
Unscarred	1156.66666667	81.0759219089
Unscarred	1121.11111111	67.748373102
Unscarred	1074.44444444	38.8720173536
Unscarred	1040.0	74.4121475054
Unscarred	1023.33333333	39.9826464208
Unscarred	1020.0	13.3275488069
Unscarred	990.0	17.7700650759
Unscarred	982.222222222	9.99566160521
Unscarred	935.555555556	11.1062906725
Unscarred	932.222222222	51.0889370933
Unscarred	918.888888889	28.8763557484
Unscarred	912.222222222	7.77440347072
Unscarred	870.0	7.77440347072
Unscarred	858.888888889	9.99566160521
Unscarred	854.444444444	38.8720173536
Unscarred	838.888888889	53.3101952278
Unscarred	810.0	52.1995661605
Unscarred	791.111111111	81.0759219089
Unscarred	835.555555556	108.84164859
Unscarred	870.0	132.164859002
Unscarred	828.888888889	124.390455531
Unscarred	915.555555556	118.837310195
Unscarred	883.333333333	82.1865509761
Unscarred	937.777777778	104.399132321
Unscarred	980.0	121.05856833
Unscarred	1018.88888889	121.05856833
Unscarred	1033.33333333	144.381778742
Unscarred	980.0	177.700650759
Unscarred	950.0	187.696312364
Unscarred	993.333333333	236.563991323
Unscarred	1042.22222222	219.904555315
Unscarred	1086.66666667	235.453362256
Unscarred	1082.22222222	174.368763557
Unscarred	692.222222222	6.66377440347
Unscarred	693.333333333	36.6507592191
